code,type,text,weight
overall_D_to_df_water,action,무리한 약속은 줄이시오. 오늘은 조용히 넘기시오.,1
overall_D_to_df_water,state,토기운이 약해 한 번 더 살펴야 하오. 물기운이 깊어 결론이 늦을 수 있소.,1
overall_D_to_df_wood,intro,종합운은 토기운이 흔들리오. 욕심을 낮추시오.,1
overall_D_to_df_wood,effect,오늘 하루는 작은 일도 번거로울 수 있소. 안전만 찾다 마음이 무거워질 수 있소.,1
overall_D_to_df_wood,action,무리한 약속은 줄이시오. 오늘은 조용히 넘기시오.,1
overall_D_to_df_wood,state,토기운이 약해 한 번 더 살펴야 하오. 변화가 많아 생각이 퍼질 수 있소.,1
overall_D_to_ex_earth,intro,종합운은 토기운이 흔들리오. 욕심을 낮추시오.,1
overall_D_to_ex_earth,effect,오늘 하루는 작은 일도 번거로울 수 있소. 안전만 찾다 마음이 무거워질 수 있소.,1
overall_D_to_ex_earth,action,무리한 약속은 줄이시오. 오늘은 조용히 넘기시오.,1
overall_D_to_ex_earth,state,토기운이 과해 조절이 필요하오. 차분한 기운이 속도를 낮추오.,1
overall_D_to_ex_fire,intro,종합운은 토기운이 흔들리오. 욕심을 낮추시오.,1
overall_D_to_ex_fire,effect,오늘 하루는 작은 일도 번거로울 수 있소. 안전만 찾다 마음이 무거워질 수 있소.,1
overall_D_to_ex_fire,action,무리한 약속은 줄이시오. 오늘은 조용히 넘기시오.,1
overall_D_to_ex_fire,state,토기운이 과해 조절이 필요하오. 밝은 기운에 말이 빨라질 수 있소.,1
overall_D_to_ex_water,intro,종합운은 토기운이 흔들리오. 욕심을 낮추시오.,1
overall_D_to_ex_water,effect,오늘 하루는 작은 일도 번거로울 수 있소. 안전만 찾다 마음이 무거워질 수 있소.,1
overall_D_to_ex_water,action,무리한 약속은 줄이시오. 오늘은 조용히 넘기시오.,1
overall_D_to_ex_water,state,토기운이 과해 조절이 필요하오. 물기운이 깊어 결론이 늦을 수 있소.,1
overall_D_to_ex_wood,intro,종합운은 토기운이 흔들리오. 욕심을 낮추시오.,1
overall_D_to_ex_wood,effect,오늘 하루는 작은 일도 번거로울 수 있소. 안전만 찾다 마음이 무거워질 수 있소.,1
overall_D_to_ex_wood,action,무리한 약속은 줄이시오. 오늘은 조용히 넘기시오.,1
overall_D_to_ex_wood,state,토기운이 과해 조절이 필요하오. 변화가 많아 생각이 퍼질 수 있소.,1
decision_A,intro,결정운이 좋소. 오늘은 물러서기보다 나설 때요.,1
decision_A,intro,판단 기운은 맑게 열려 있소. 뜻을 세워도 좋겠소.,1
decision_A,effect,선택은 좋은 쪽으로 풀릴 가능성이 크오.,1
decision_A,effect,움직이면 결과가 따를 기운이 있소.,1
decision_A,action,오래 붙잡던 문제를 정리하시오. 오늘은 과감히 움직이시오.,1
decision_A,action,미뤄둔 결정을 꺼내시오. 좋은 때를 그냥 보내지 마시오.,1
decision_A_geum_df_earth,intro,결정운은 분별이 살아 있소. 나서도 좋겠소.,1
decision_A_geum_df_earth,effect,선택은 좋은 쪽으로 풀릴 수 있소. 기준이 서니 길이 보이오.,1
decision_A_geum_df_earth,action,오래 붙잡던 문제를 정리하시오. 오늘은 과감히 움직이시오.,1
decision_A_geum_df_earth,state,분별이 조금 흐려도 오늘은 바로잡을 수 있소. 차분한 기운도 길을 돕소.,1
decision_A_geum_df_fire,intro,결정운은 분별이 살아 있소. 나서도 좋겠소.,1
decision_A_geum_df_fire,effect,선택은 좋은 쪽으로 풀릴 수 있소. 기준이 서니 길이 보이오.,1
decision_A_geum_df_fire,action,오래 붙잡던 문제를 정리하시오. 오늘은 과감히 움직이시오.,1
decision_A_geum_df_fire,state,분별이 조금 흐려도 오늘은 바로잡을 수 있소. 밝은 기운이 힘을 보태오.,1
decision_A_geum_df_water,intro,결정운은 분별이 살아 있소. 나서도 좋겠소.,1
decision_A_geum_df_water,effect,선택은 좋은 쪽으로 풀릴 수 있소. 기준이 서니 길이 보이오.,1
decision_A_geum_df_water,action,오래 붙잡던 문제를 정리하시오. 오늘은 과감히 움직이시오.,1
decision_A_geum_df_water,state,분별이 조금 흐려도 오늘은 바로잡을 수 있소. 물기운도 때를 맞추오.,1
decision_A_geum_df_wood,intro,결정운은 분별이 살아 있소. 나서도 좋겠소.,1
decision_A_geum_df_wood,effect,선택은 좋은 쪽으로 풀릴 수 있소. 기준이 서니 길이 보이오.,1
decision_A_geum_df_wood,action,오래 붙잡던 문제를 정리하시오. 오늘은 과감히 움직이시오.,1
decision_A_geum_df_wood,state,분별이 조금 흐려도 오늘은 바로잡을 수 있소. 변화도 좋은 쪽으로 움직이오.,1
decision_A_geum_ex_earth,intro,결정운은 분별이 살아 있소. 나서도 좋겠소.,1
decision_A_geum_ex_earth,effect,선택은 좋은 쪽으로 풀릴 수 있소. 기준이 서니 길이 보이오.,1
decision_A_geum_ex_earth,action,오래 붙잡던 문제를 정리하시오. 오늘은 과감히 움직이시오.,1
decision_A_geum_ex_earth,state,분별이 강하게 살아 길을 돕소. 차분한 기운도 길을 돕소.,1
decision_A_geum_ex_fire,intro,결정운은 분별이 살아 있소. 나서도 좋겠소.,1
decision_A_geum_ex_fire,effect,선택은 좋은 쪽으로 풀릴 수 있소. 기준이 서니 길이 보이오.,1
decision_A_geum_ex_fire,action,오래 붙잡던 문제를 정리하시오. 오늘은 과감히 움직이시오.,1
decision_A_geum_ex_fire,state,분별이 강하게 살아 길을 돕소. 밝은 기운이 힘을 보태오.,1
decision_A_geum_ex_water,intro,결정운은 분별이 살아 있소. 나서도 좋겠소.,1
decision_A_geum_ex_water,effect,선택은 좋은 쪽으로 풀릴 수 있소. 기준이 서니 길이 보이오.,1
decision_A_geum_ex_water,action,오래 붙잡던 문제를 정리하시오. 오늘은 과감히 움직이시오.,1
decision_A_geum_ex_water,state,분별이 강하게 살아 길을 돕소. 물기운도 때를 맞추오.,1
decision_A_geum_ex_wood,intro,결정운은 분별이 살아 있소. 나서도 좋겠소.,1
decision_A_geum_ex_wood,effect,선택은 좋은 쪽으로 풀릴 수 있소. 기준이 서니 길이 보이오.,1
decision_A_geum_ex_wood,action,오래 붙잡던 문제를 정리하시오. 오늘은 과감히 움직이시오.,1
decision_A_geum_ex_wood,state,분별이 강하게 살아 길을 돕소. 변화도 좋은 쪽으로 움직이오.,1
decision_A_hwa_df_earth,intro,결정운은 불기운이 살아 있소. 나서도 좋겠소.,1
decision_A_hwa_df_earth,effect,선택은 좋은 쪽으로 풀릴 수 있소. 움직일 힘이 살아 있소.,1
decision_A_hwa_df_earth,action,미뤄둔 결정을 꺼내시오. 좋은 때를 그냥 보내지 마시오.,1
decision_A_hwa_df_earth,state,불기운이 조금 흐려도 오늘은 바로잡을 수 있소. 차분한 기운도 길을 돕소.,1
decision_A_hwa_df_fire,intro,결정운은 불기운이 살아 있소. 나서도 좋겠소.,1
decision_A_hwa_df_fire,effect,선택은 좋은 쪽으로 풀릴 수 있소. 움직일 힘이 살아 있소.,1
decision_A_hwa_df_fire,action,미뤄둔 결정을 꺼내시오. 좋은 때를 그냥 보내지 마시오.,1
decision_A_hwa_df_fire,state,불기운이 조금 흐려도 오늘은 바로잡을 수 있소. 밝은 기운이 힘을 보태오.,1
decision_A_hwa_df_water,intro,결정운은 불기운이 살아 있소. 나서도 좋겠소.,1
decision_A_hwa_df_water,effect,선택은 좋은 쪽으로 풀릴 수 있소. 움직일 힘이 살아 있소.,1
decision_A_hwa_df_water,action,미뤄둔 결정을 꺼내시오. 좋은 때를 그냥 보내지 마시오.,1
decision_A_hwa_df_water,state,불기운이 조금 흐려도 오늘은 바로잡을 수 있소. 물기운도 때를 맞추오.,1
decision_A_hwa_df_wood,intro,결정운은 불기운이 살아 있소. 나서도 좋겠소.,1
decision_A_hwa_df_wood,effect,선택은 좋은 쪽으로 풀릴 수 있소. 움직일 힘이 살아 있소.,1
decision_A_hwa_df_wood,action,미뤄둔 결정을 꺼내시오. 좋은 때를 그냥 보내지 마시오.,1
decision_A_hwa_df_wood,state,불기운이 조금 흐려도 오늘은 바로잡을 수 있소. 변화도 좋은 쪽으로 움직이오.,1
decision_A_hwa_ex_earth,intro,결정운은 불기운이 살아 있소. 나서도 좋겠소.,1
decision_A_hwa_ex_earth,effect,선택은 좋은 쪽으로 풀릴 수 있소. 움직일 힘이 살아 있소.,1
decision_A_hwa_ex_earth,action,미뤄둔 결정을 꺼내시오. 좋은 때를 그냥 보내지 마시오.,1
decision_A_hwa_ex_earth,state,불기운이 강하게 살아 길을 돕소. 차분한 기운도 길을 돕소.,1
decision_A_hwa_ex_fire,intro,결정운은 불기운이 살아 있소. 나서도 좋겠소.,1
decision_A_hwa_ex_fire,effect,선택은 좋은 쪽으로 풀릴 수 있소. 움직일 힘이 살아 있소.,1
decision_A_hwa_ex_fire,action,미뤄둔 결정을 꺼내시오. 좋은 때를 그냥 보내지 마시오.,1
decision_A_hwa_ex_fire,state,불기운이 강하게 살아 길을 돕소. 밝은 기운이 힘을 보태오.,1
decision_A_hwa_ex_water,intro,결정운은 불기운이 살아 있소. 나서도 좋겠소.,1
decision_A_hwa_ex_water,effect,선택은 좋은 쪽으로 풀릴 수 있소. 움직일 힘이 살아 있소.,1
decision_A_hwa_ex_water,action,미뤄둔 결정을 꺼내시오. 좋은 때를 그냥 보내지 마시오.,1
decision_A_hwa_ex_water,state,불기운이 강하게 살아 길을 돕소. 물기운도 때를 맞추오.,1
decision_A_hwa_ex_wood,intro,결정운은 불기운이 살아 있소. 나서도 좋겠소.,1
decision_A_hwa_ex_wood,effect,선택은 좋은 쪽으로 풀릴 수 있소. 움직일 힘이 살아 있소.,1
decision_A_hwa_ex_wood,action,미뤄둔 결정을 꺼내시오. 좋은 때를 그냥 보내지 마시오.,1
decision_A_hwa_ex_wood,state,불기운이 강하게 살아 길을 돕소. 변화도 좋은 쪽으로 움직이오.,1
decision_A_mok_df_earth,intro,결정운은 목기운이 살아 있소. 나서도 좋겠소.,1
decision_A_mok_df_earth,effect,선택은 좋은 쪽으로 풀릴 수 있소. 새 길이 보이오.,1
decision_A_mok_df_earth,action,미뤄둔 결정을 꺼내시오. 좋은 때를 그냥 보내지 마시오.,1
decision_A_mok_df_earth,state,목기운이 조금 흐려도 오늘은 바로잡을 수 있소. 차분한 기운도 길을 돕소.,1
decision_A_mok_df_fire,intro,결정운은 목기운이 살아 있소. 나서도 좋겠소.,1
decision_A_mok_df_fire,effect,선택은 좋은 쪽으로 풀릴 수 있소. 새 길이 보이오.,1
decision_A_mok_df_fire,action,미뤄둔 결정을 꺼내시오. 좋은 때를 그냥 보내지 마시오.,1
decision_A_mok_df_fire,state,목기운이 조금 흐려도 오늘은 바로잡을 수 있소. 밝은 기운이 힘을 보태오.,1
decision_A_mok_df_water,intro,결정운은 목기운이 살아 있소. 나서도 좋겠소.,1
decision_A_mok_df_water,effect,선택은 좋은 쪽으로 풀릴 수 있소. 새 길이 보이오.,1
decision_A_mok_df_water,action,미뤄둔 결정을 꺼내시오. 좋은 때를 그냥 보내지 마시오.,1
decision_A_mok_df_water,state,목기운이 조금 흐려도 오늘은 바로잡을 수 있소. 물기운도 때를 맞추오.,1
decision_A_mok_df_wood,intro,결정운은 목기운이 살아 있소. 나서도 좋겠소.,1
decision_A_mok_df_wood,effect,선택은 좋은 쪽으로 풀릴 수 있소. 새 길이 보이오.,1
decision_A_mok_df_wood,action,미뤄둔 결정을 꺼내시오. 좋은 때를 그냥 보내지 마시오.,1
decision_A_mok_df_wood,state,목기운이 조금 흐려도 오늘은 바로잡을 수 있소. 변화도 좋은 쪽으로 움직이오.,1
decision_A_mok_ex_earth,intro,결정운은 목기운이 살아 있소. 나서도 좋겠소.,1
decision_A_mok_ex_earth,effect,선택은 좋은 쪽으로 풀릴 수 있소. 새 길이 보이오.,1
decision_A_mok_ex_earth,action,미뤄둔 결정을 꺼내시오. 좋은 때를 그냥 보내지 마시오.,1
decision_A_mok_ex_earth,state,목기운이 강하게 살아 길을 돕소. 차분한 기운도 길을 돕소.,1
decision_A_mok_ex_fire,intro,결정운은 목기운이 살아 있소. 나서도 좋겠소.,1
decision_A_mok_ex_fire,effect,선택은 좋은 쪽으로 풀릴 수 있소. 새 길이 보이오.,1
decision_A_mok_ex_fire,action,미뤄둔 결정을 꺼내시오. 좋은 때를 그냥 보내지 마시오.,1
decision_A_mok_ex_fire,state,목기운이 강하게 살아 길을 돕소. 밝은 기운이 힘을 보태오.,1
decision_A_mok_ex_water,intro,결정운은 목기운이 살아 있소. 나서도 좋겠소.,1
decision_A_mok_ex_water,effect,선택은 좋은 쪽으로 풀릴 수 있소. 새 길이 보이오.,1
decision_A_mok_ex_water,action,미뤄둔 결정을 꺼내시오. 좋은 때를 그냥 보내지 마시오.,1
decision_A_mok_ex_water,state,목기운이 강하게 살아 길을 돕소. 물기운도 때를 맞추오.,1
decision_A_mok_ex_wood,intro,결정운은 목기운이 살아 있소. 나서도 좋겠소.,1
decision_A_mok_ex_wood,effect,선택은 좋은 쪽으로 풀릴 수 있소. 새 길이 보이오.,1
decision_A_mok_ex_wood,action,미뤄둔 결정을 꺼내시오. 좋은 때를 그냥 보내지 마시오.,1
decision_A_mok_ex_wood,state,목기운이 강하게 살아 길을 돕소. 변화도 좋은 쪽으로 움직이오.,1
decision_A_su_df_earth,intro,결정운은 물기운이 살아 있소. 나서도 좋겠소.,1
decision_A_su_df_earth,effect,선택은 좋은 쪽으로 풀릴 수 있소. 때를 읽는 감이 살아 있소.,1
decision_A_su_df_earth,action,오래 붙잡던 문제를 정리하시오. 오늘은 과감히 움직이시오.,1
decision_A_su_df_earth,state,물기운이 조금 흐려도 오늘은 바로잡을 수 있소. 차분한 기운도 길을 돕소.,1
decision_A_su_df_fire,intro,결정운은 물기운이 살아 있소. 나서도 좋겠소.,1
decision_A_su_df_fire,effect,선택은 좋은 쪽으로 풀릴 수 있소. 때를 읽는 감이 살아 있소.,1
decision_A_su_df_fire,action,오래 붙잡던 문제를 정리하시오. 오늘은 과감히 움직이시오.,1
decision_A_su_df_fire,state,물기운이 조금 흐려도 오늘은 바로잡을 수 있소. 밝은 기운이 힘을 보태오.,1
decision_A_su_df_water,intro,결정운은 물기운이 살아 있소. 나서도 좋겠소.,1
decision_A_su_df_water,effect,선택은 좋은 쪽으로 풀릴 수 있소. 때를 읽는 감이 살아 있소.,1
decision_A_su_df_water,action,오래 붙잡던 문제를 정리하시오. 오늘은 과감히 움직이시오.,1
decision_A_su_df_water,state,물기운이 조금 흐려도 오늘은 바로잡을 수 있소. 물기운도 때를 맞추오.,1
decision_A_su_df_wood,intro,결정운은 물기운이 살아 있소. 나서도 좋겠소.,1
decision_A_su_df_wood,effect,선택은 좋은 쪽으로 풀릴 수 있소. 때를 읽는 감이 살아 있소.,1
decision_A_su_df_wood,action,오래 붙잡던 문제를 정리하시오. 오늘은 과감히 움직이시오.,1
decision_A_su_df_wood,state,물기운이 조금 흐려도 오늘은 바로잡을 수 있소. 변화도 좋은 쪽으로 움직이오.,1
decision_A_su_ex_earth,intro,결정운은 물기운이 살아 있소. 나서도 좋겠소.,1
decision_A_su_ex_earth,effect,선택은 좋은 쪽으로 풀릴 수 있소. 때를 읽는 감이 살아 있소.,1
decision_A_su_ex_earth,action,오래 붙잡던 문제를 정리하시오. 오늘은 과감히 움직이시오.,1
decision_A_su_ex_earth,state,물기운이 강하게 살아 길을 돕소. 차분한 기운도 길을 돕소.,1
decision_A_su_ex_fire,intro,결정운은 물기운이 살아 있소. 나서도 좋겠소.,1
decision_A_su_ex_fire,effect,선택은 좋은 쪽으로 풀릴 수 있소. 때를 읽는 감이 살아 있소.,1
decision_A_su_ex_fire,action,오래 붙잡던 문제를 정리하시오. 오늘은 과감히 움직이시오.,1
decision_A_su_ex_fire,state,물기운이 강하게 살아 길을 돕소. 밝은 기운이 힘을 보태오.,1
decision_A_su_ex_water,intro,결정운은 물기운이 살아 있소. 나서도 좋겠소.,1
decision_A_su_ex_water,effect,선택은 좋은 쪽으로 풀릴 수 있소. 때를 읽는 감이 살아 있소.,1
decision_A_su_ex_water,action,오래 붙잡던 문제를 정리하시오. 오늘은 과감히 움직이시오.,1
decision_A_su_ex_water,state,물기운이 강하게 살아 길을 돕소. 물기운도 때를 맞추오.,1
decision_A_su_ex_wood,intro,결정운은 물기운이 살아 있소. 나서도 좋겠소.,1
decision_A_su_ex_wood,effect,선택은 좋은 쪽으로 풀릴 수 있소. 때를 읽는 감이 살아 있소.,1
decision_A_su_ex_wood,action,오래 붙잡던 문제를 정리하시오. 오늘은 과감히 움직이시오.,1
decision_A_su_ex_wood,state,물기운이 강하게 살아 길을 돕소. 변화도 좋은 쪽으로 움직이오.,1
decision_A_to_df_earth,intro,결정운은 토기운이 살아 있소. 나서도 좋겠소.,1
decision_A_to_df_earth,effect,선택은 좋은 쪽으로 풀릴 수 있소. 중심이 크게 흔들리지 않소.,1
decision_A_to_df_earth,action,오래 붙잡던 문제를 정리하시오. 오늘은 과감히 움직이시오.,1
decision_A_to_df_earth,state,토기운이 조금 흐려도 오늘은 바로잡을 수 있소. 차분한 기운도 길을 돕소.,1
decision_A_to_df_fire,intro,결정운은 토기운이 살아 있소. 나서도 좋겠소.,1
decision_A_to_df_fire,effect,선택은 좋은 쪽으로 풀릴 수 있소. 중심이 크게 흔들리지 않소.,1
decision_A_to_df_fire,action,오래 붙잡던 문제를 정리하시오. 오늘은 과감히 움직이시오.,1
decision_A_to_df_fire,state,토기운이 조금 흐려도 오늘은 바로잡을 수 있소. 밝은 기운이 힘을 보태오.,1
decision_A_to_df_water,intro,결정운은 토기운이 살아 있소. 나서도 좋겠소.,1
decision_A_to_df_water,effect,선택은 좋은 쪽으로 풀릴 수 있소. 중심이 크게 흔들리지 않소.,1
decision_A_to_df_water,action,오래 붙잡던 문제를 정리하시오. 오늘은 과감히 움직이시오.,1
decision_A_to_df_water,state,토기운이 조금 흐려도 오늘은 바로잡을 수 있소. 물기운도 때를 맞추오.,1
decision_A_to_df_wood,intro,결정운은 토기운이 살아 있소. 나서도 좋겠소.,1
decision_A_to_df_wood,effect,선택은 좋은 쪽으로 풀릴 수 있소. 중심이 크게 흔들리지 않소.,1
decision_A_to_df_wood,action,오래 붙잡던 문제를 정리하시오. 오늘은 과감히 움직이시오.,1
decision_A_to_df_wood,state,토기운이 조금 흐려도 오늘은 바로잡을 수 있소. 변화도 좋은 쪽으로 움직이오.,1
decision_A_to_ex_earth,intro,결정운은 토기운이 살아 있소. 나서도 좋겠소.,1
decision_A_to_ex_earth,effect,선택은 좋은 쪽으로 풀릴 수 있소. 중심이 크게 흔들리지 않소.,1
decision_A_to_ex_earth,action,오래 붙잡던 문제를 정리하시오. 오늘은 과감히 움직이시오.,1
decision_A_to_ex_earth,state,토기운이 강하게 살아 길을 돕소. 차분한 기운도 길을 돕소.,1
decision_A_to_ex_fire,intro,결정운은 토기운이 살아 있소. 나서도 좋겠소.,1
decision_A_to_ex_fire,effect,선택은 좋은 쪽으로 풀릴 수 있소. 중심이 크게 흔들리지 않소.,1
decision_A_to_ex_fire,action,오래 붙잡던 문제를 정리하시오. 오늘은 과감히 움직이시오.,1
decision_A_to_ex_fire,state,토기운이 강하게 살아 길을 돕소. 밝은 기운이 힘을 보태오.,1
decision_A_to_ex_water,intro,결정운은 토기운이 살아 있소. 나서도 좋겠소.,1
decision_A_to_ex_water,effect,선택은 좋은 쪽으로 풀릴 수 있소. 중심이 크게 흔들리지 않소.,1
decision_A_to_ex_water,action,오래 붙잡던 문제를 정리하시오. 오늘은 과감히 움직이시오.,1
decision_A_to_ex_water,state,토기운이 강하게 살아 길을 돕소. 물기운도 때를 맞추오.,1
decision_A_to_ex_wood,intro,결정운은 토기운이 살아 있소. 나서도 좋겠소.,1
decision_A_to_ex_wood,effect,선택은 좋은 쪽으로 풀릴 수 있소. 중심이 크게 흔들리지 않소.,1
decision_A_to_ex_wood,action,오래 붙잡던 문제를 정리하시오. 오늘은 과감히 움직이시오.,1
decision_A_to_ex_wood,state,토기운이 강하게 살아 길을 돕소. 변화도 좋은 쪽으로 움직이오.,1
decision_B,intro,결정운이 괜찮소. 큰 욕심만 덜면 길이 보이오.,1
decision_B,intro,판단 기운은 안정되어 있소. 차분히 나아가시오.,1
decision_B,effect,선택은 무난히 풀릴 수 있소.,1
decision_B,effect,기대한 것보다 괜찮은 답이 올 수 있소.,1
decision_B,action,오래 붙잡던 문제를 정리하시오. 망설이지 말고 해보시오.,1
decision_B,action,미뤄둔 결정을 꺼내시오. 이 정도면 움직일 만하오.,1
decision_B_geum_df_earth,intro,결정운은 분별이 살아 있소. 나서도 좋겠소.,1
decision_B_geum_df_earth,effect,선택은 좋은 쪽으로 풀릴 수 있소. 기준이 서니 길이 보이오.,1
decision_B_geum_df_earth,action,오래 붙잡던 문제를 정리하시오. 망설이지 말고 해보시오.,1
decision_B_geum_df_earth,state,분별이 조금 흐려도 오늘은 바로잡을 수 있소. 차분한 기운도 길을 돕소.,1
decision_B_geum_df_fire,intro,결정운은 분별이 살아 있소. 나서도 좋겠소.,1
decision_B_geum_df_fire,effect,선택은 좋은 쪽으로 풀릴 수 있소. 기준이 서니 길이 보이오.,1
decision_B_geum_df_fire,action,오래 붙잡던 문제를 정리하시오. 망설이지 말고 해보시오.,1
decision_B_geum_df_fire,state,분별이 조금 흐려도 오늘은 바로잡을 수 있소. 밝은 기운이 힘을 보태오.,1
decision_B_geum_df_water,intro,결정운은 분별이 살아 있소. 나서도 좋겠소.,1
decision_B_geum_df_water,effect,선택은 좋은 쪽으로 풀릴 수 있소. 기준이 서니 길이 보이오.,1
decision_B_geum_df_water,action,오래 붙잡던 문제를 정리하시오. 망설이지 말고 해보시오.,1
decision_B_geum_df_water,state,분별이 조금 흐려도 오늘은 바로잡을 수 있소. 물기운도 때를 맞추오.,1
decision_B_geum_df_wood,intro,결정운은 분별이 살아 있소. 나서도 좋겠소.,1
decision_B_geum_df_wood,effect,선택은 좋은 쪽으로 풀릴 수 있소. 기준이 서니 길이 보이오.,1
decision_B_geum_df_wood,action,오래 붙잡던 문제를 정리하시오. 망설이지 말고 해보시오.,1
decision_B_geum_df_wood,state,분별이 조금 흐려도 오늘은 바로잡을 수 있소. 변화도 좋은 쪽으로 움직이오.,1
decision_B_geum_ex_earth,intro,결정운은 분별이 살아 있소. 나서도 좋겠소.,1
decision_B_geum_ex_earth,effect,선택은 좋은 쪽으로 풀릴 수 있소. 기준이 서니 길이 보이오.,1
decision_B_geum_ex_earth,action,오래 붙잡던 문제를 정리하시오. 망설이지 말고 해보시오.,1
decision_B_geum_ex_earth,state,분별이 강하게 살아 길을 돕소. 차분한 기운도 길을 돕소.,1
decision_B_geum_ex_fire,intro,결정운은 분별이 살아 있소. 나서도 좋겠소.,1
decision_B_geum_ex_fire,effect,선택은 좋은 쪽으로 풀릴 수 있소. 기준이 서니 길이 보이오.,1
decision_B_geum_ex_fire,action,오래 붙잡던 문제를 정리하시오. 망설이지 말고 해보시오.,1
decision_B_geum_ex_fire,state,분별이 강하게 살아 길을 돕소. 밝은 기운이 힘을 보태오.,1
decision_B_geum_ex_water,intro,결정운은 분별이 살아 있소. 나서도 좋겠소.,1
decision_B_geum_ex_water,effect,선택은 좋은 쪽으로 풀릴 수 있소. 기준이 서니 길이 보이오.,1
decision_B_geum_ex_water,action,오래 붙잡던 문제를 정리하시오. 망설이지 말고 해보시오.,1
decision_B_geum_ex_water,state,분별이 강하게 살아 길을 돕소. 물기운도 때를 맞추오.,1
decision_B_geum_ex_wood,intro,결정운은 분별이 살아 있소. 나서도 좋겠소.,1
decision_B_geum_ex_wood,effect,선택은 좋은 쪽으로 풀릴 수 있소. 기준이 서니 길이 보이오.,1
decision_B_geum_ex_wood,action,오래 붙잡던 문제를 정리하시오. 망설이지 말고 해보시오.,1
decision_B_geum_ex_wood,state,분별이 강하게 살아 길을 돕소. 변화도 좋은 쪽으로 움직이오.,1
decision_B_hwa_df_earth,intro,결정운은 불기운이 살아 있소. 나서도 좋겠소.,1
decision_B_hwa_df_earth,effect,선택은 좋은 쪽으로 풀릴 수 있소. 움직일 힘이 살아 있소.,1
decision_B_hwa_df_earth,action,미뤄둔 결정을 꺼내시오. 이 정도면 움직일 만하오.,1
decision_B_hwa_df_earth,state,불기운이 조금 흐려도 오늘은 바로잡을 수 있소. 차분한 기운도 길을 돕소.,1
decision_B_hwa_df_fire,intro,결정운은 불기운이 살아 있소. 나서도 좋겠소.,1
decision_B_hwa_df_fire,effect,선택은 좋은 쪽으로 풀릴 수 있소. 움직일 힘이 살아 있소.,1
decision_B_hwa_df_fire,action,미뤄둔 결정을 꺼내시오. 이 정도면 움직일 만하오.,1
decision_B_hwa_df_fire,state,불기운이 조금 흐려도 오늘은 바로잡을 수 있소. 밝은 기운이 힘을 보태오.,1
decision_B_hwa_df_water,intro,결정운은 불기운이 살아 있소. 나서도 좋겠소.,1
decision_B_hwa_df_water,effect,선택은 좋은 쪽으로 풀릴 수 있소. 움직일 힘이 살아 있소.,1
decision_B_hwa_df_water,action,미뤄둔 결정을 꺼내시오. 이 정도면 움직일 만하오.,1
decision_B_hwa_df_water,state,불기운이 조금 흐려도 오늘은 바로잡을 수 있소. 물기운도 때를 맞추오.,1
decision_B_hwa_df_wood,intro,결정운은 불기운이 살아 있소. 나서도 좋겠소.,1
decision_B_hwa_df_wood,effect,선택은 좋은 쪽으로 풀릴 수 있소. 움직일 힘이 살아 있소.,1
decision_B_hwa_df_wood,action,미뤄둔 결정을 꺼내시오. 이 정도면 움직일 만하오.,1
decision_B_hwa_df_wood,state,불기운이 조금 흐려도 오늘은 바로잡을 수 있소. 변화도 좋은 쪽으로 움직이오.,1
decision_B_hwa_ex_earth,intro,결정운은 불기운이 살아 있소. 나서도 좋겠소.,1
decision_B_hwa_ex_earth,effect,선택은 좋은 쪽으로 풀릴 수 있소. 움직일 힘이 살아 있소.,1
decision_B_hwa_ex_earth,action,미뤄둔 결정을 꺼내시오. 이 정도면 움직일 만하오.,1
decision_B_hwa_ex_earth,state,불기운이 강하게 살아 길을 돕소. 차분한 기운도 길을 돕소.,1
decision_B_hwa_ex_fire,intro,결정운은 불기운이 살아 있소. 나서도 좋겠소.,1
decision_B_hwa_ex_fire,effect,선택은 좋은 쪽으로 풀릴 수 있소. 움직일 힘이 살아 있소.,1
decision_B_hwa_ex_fire,action,미뤄둔 결정을 꺼내시오. 이 정도면 움직일 만하오.,1
decision_B_hwa_ex_fire,state,불기운이 강하게 살아 길을 돕소. 밝은 기운이 힘을 보태오.,1
decision_B_hwa_ex_water,intro,결정운은 불기운이 살아 있소. 나서도 좋겠소.,1
decision_B_hwa_ex_water,effect,선택은 좋은 쪽으로 풀릴 수 있소. 움직일 힘이 살아 있소.,1
decision_B_hwa_ex_water,action,미뤄둔 결정을 꺼내시오. 이 정도면 움직일 만하오.,1
decision_B_hwa_ex_water,state,불기운이 강하게 살아 길을 돕소. 물기운도 때를 맞추오.,1
decision_B_hwa_ex_wood,intro,결정운은 불기운이 살아 있소. 나서도 좋겠소.,1
decision_B_hwa_ex_wood,effect,선택은 좋은 쪽으로 풀릴 수 있소. 움직일 힘이 살아 있소.,1
decision_B_hwa_ex_wood,action,미뤄둔 결정을 꺼내시오. 이 정도면 움직일 만하오.,1
decision_B_hwa_ex_wood,state,불기운이 강하게 살아 길을 돕소. 변화도 좋은 쪽으로 움직이오.,1
decision_B_mok_df_earth,intro,결정운은 목기운이 살아 있소. 나서도 좋겠소.,1
decision_B_mok_df_earth,effect,선택은 좋은 쪽으로 풀릴 수 있소. 새 길이 보이오.,1
decision_B_mok_df_earth,action,미뤄둔 결정을 꺼내시오. 이 정도면 움직일 만하오.,1
decision_B_mok_df_earth,state,목기운이 조금 흐려도 오늘은 바로잡을 수 있소. 차분한 기운도 길을 돕소.,1
